,source_name,normalized_url,review_source_id,reviewer_source_id,product_name,product_source_id,review_date,review_rating,review_content
55,target,raewellness.co,fd6f29d1-17d9-47a2-97c5-7977a904b488,Alexandra R.263858587,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-12-02 00:00:00,5.0,"Look, it a not viagra. But it does boost your sex drive. It makes you feel healthier down there, and more comfortable with your partner."
56,target,raewellness.co,8fff2ac5-cdff-4ec6-b448-376a4b616fed,Kara M.263858804,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-12-17 00:00:00,5.0,I believe the product is helping me with energy during this bad allergy season in OK!
57,target,raewellness.co,7309e543-00dc-47d9-96fc-1374c0a88060,Carolyn R.308944544,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-01-08 00:00:00,5.0,I feel like these pills have really helped me feel more in the mood
58,target,raewellness.co,fc70a3fc-957c-4092-978b-592bb4422323,Carmen C.308943348,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-06-10 00:00:00,4.0,"I've been taking the In the Mood for a couple weeks now and have noticed an improvement in my love life, which my husband is thankful for. I have no complaints."
59,target,raewellness.co,78151e02-f7e3-436f-80b6-dea2998a5848,Emily308943487,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-12-17 00:00:00,2.0,"I was on the pill for years--only symptom being huge drop in libido. Stopped the pill and after three months it still hasn't returned to pre-pill levels. Took this supplement for just over 3 weeks hoping it would help, but so far I've not noticed any difference. Unfortunately, it doesn't even seem like I got a placebo benefit like I was assuming I would. At least the smell/taste of the pills were nice and I loved the packaging. Not repurchasing."
60,target,raewellness.co,66280cd7-813f-406a-8061-8f332bd0f22f,Jamie B.308945289,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-02-10 00:00:00,1.0,I haven't noticed any difference in my mood or sex drive.
61,target,raewellness.co,eebd1b81-e9bb-48b2-bdbc-a18482174b80,Ingrid308943429,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-11-15 00:00:00,5.0,It's important when you love something that you share. I've been using 2 months and I've told so many friends. This worked great for me.
62,target,raewellness.co,877d9a63-7f7d-43ec-a54a-14288a173b3a,Shae M.308943866,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-07-09 00:00:00,5.0,"My husband noticed the difference first and then I noticed, so when I noticed I knew these were legit! Thank you so much Rea for these vitamins, I'll be making future purchases 1000%, and telling my friends about these as well! :heart::heart:"
63,target,raewellness.co,8017da56-e926-43e9-8864-249f9b87476f,Alexander F.263858917,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-11-18 00:00:00,5.0,Great product
64,target,raewellness.co,70cc322f-c234-4a2a-909c-54434222902b,Nicola L.308943856,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-07-24 00:00:00,2.0,Sorry to say this product did nothing for me.
65,target,raewellness.co,0aa3bad3-c075-4129-a7d6-acd8007aff94,Erin D.338826987,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-02-26 00:00:00,1.0,"Had the product for a month now and no change, but I don't regret trying it"
66,target,raewellness.co,c56ef2fb-82de-4303-b98a-d6ae3a0ed86e,HF326362392,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-01-09 00:00:00,4.0,"There's a lot to like here! Taste and smell is nice, and I feel like they help counteract my loss of libido from my birth control which is wonderful. My only negative is they give me some gnarly heartburn... it goes away quickly but sometimes it can be quite intense!"
67,target,raewellness.co,318b1942-d791-4724-a0b2-684204386e8b,Jgarcia1389330686172,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-01-24 00:00:00,5.0,I am not big on reviews but if it works i feel like. I should atleast share my experience with it... I was really skeptical at first but i figured what do i have to loose.. I already have 0 drive and im a 32 year old young woman who should have it... A medication i take sucks the life right out of me... I started taking it as soon as i got it in the mail.. I noticed I felt better overall with my mood and energy.. In my opinion its not going to make you want to jump some ones bones cause your all juiced up lol I noticed when things went down THEY WENT DOWWWWNNN. It helped get me in the mood rather then not being in the mood at all it increased the feeling for everything it felt more intense and enjoyable to say the least. You need to give it a couple weeks its not going to work right away but it does work!
68,target,raewellness.co,17c6955c-46de-4cd0-8ee0-697cc804b558,Mishy F.308943455,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-05-13 00:00:00,5.0,For months now I've had almost no sex drive at all because of various meds and stress. I was feeling bad about myself and feeling bad for my husband because he would want sex and I would frequently turn him away. I had seen ads for this a few times and finally I decided to give it a shot. I've been taking half the recommended dose for only a little over a week now and I feel so much better. I finally actually want sex and I feel so much better about myself. I had my doubts about this but it was so worth it.
69,target,raewellness.co,15caa312-da87-4ed9-a4bc-19eb239f300b,Alysse G.268883269,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2020-02-13 00:00:00,5.0,I highly recommend trying this! Definitely works for me and I will be buying again. I'm happy I tried this product and I plan on trying more of Rae's products in the future.
70,target,raewellness.co,4fd3de8a-9bf1-4b25-996c-1447e2dc6c56,Brandy S.326362436,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-01-09 00:00:00,5.0,"Perfect combination, works well, keeps me going! The smell is refreshing!"
71,target,raewellness.co,d04c9bad-a319-4f97-99db-e94f6013bf99,Jessica R.326362498,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-01-06 00:00:00,1.0,I have not noticed a difference in anything.
72,target,raewellness.co,96298a32-d3e1-4704-99b3-aa07324c5d1d,Jess308943573,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-06-25 00:00:00,5.0,"I have a very low libido due to chronic hormonal issues, and I was hoping these would increase my sex drive, but they did not. HOWEVER, I can tell a humongous difference in the sensitivity down stairs. They have made sex feel wonderful again! It is like fireworks down there during sex! I can tell a difference when I go a few days without this product. I highly recommend these!"
73,target,raewellness.co,bfa27826-f3c3-4cbd-b253-0ab055c0d368,Katie H.308944361,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-04-01 00:00:00,4.0,"I was hesitant when buying these but decided what the heck, why not just give it a chance. Well to my surprised it actually worked! I noticed a boost in my energy right away and noticed a difference in the bedroom about a week after taking it. Definitely a bigger difference in my energy then anything but I wasn't disappointed with the results."
74,target,raewellness.co,d4507ff9-65a6-4602-b0dd-f739cd82a1a6,Hannah T.279538963,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-03-27 00:00:00,5.0,"This stuff works on every level. After taking anxiety and depression meds for years my libido was killed, this brought it back. I'm sold on it and I love the cause behind the business"
75,target,raewellness.co,ec464741-0842-42e8-93bf-67bfc7f58db3,Paige J.371012383,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2021-05-07 00:00:00,1.0,"I took one of these then threw them out because I felt so crazy jittery that I couldn't get anything done. I ended up crashing hard and took a 2 hour nap, would not suggest!"
76,target,raewellness.co,d464180b-9b0b-419c-8148-7a4d745cd24f,Vanessa F.330686481,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2021-02-17 00:00:00,4.0,I do love the smell! Most vitamins smell terrible but these have a refreshing minty odor! My libido and overall mood did improve temporarily however. I'm hoping that it will pick back up and continue.
77,target,raewellness.co,7b796881-30bf-4ecb-889f-49f05c562870,Hannah P.308943882,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-07-10 00:00:00,1.0,I haven't noticed any change.
78,target,raewellness.co,3e9d9931-cffd-40a3-a8d5-49bc3329c678,Cinthia R.308944317,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-09-29 00:00:00,1.0,"Smells amazing and the delivery process was great, but unfortunately these don't do anything at all for me I honestly don't feel a difference in anything ..."
79,target,raewellness.co,de6b0b38-7c54-4d1e-85db-563fc78fbe10,Cassondra M.279538819,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-03-27 00:00:00,4.0,"I have a lot of things that go against my libido: anxiety, depression, endometriosis, and I am on a anti-depressant which was the final nail in the coffin. I have been taking this for about a 6 weeks now and I definitely feel a difference in how I react to anything sexual. Do I feel like jumping my husband...no...but if things are heating up than I have been able to enjoy it more."
80,target,raewellness.co,61f1ea43-a58e-46c6-9f01-4530faa86614,Mary P.308945582,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-05-20 00:00:00,5.0,I feel really good after having taken this vitamin for a few weeks. Definitely helps my mood ;)
81,target,raewellness.co,38e2f804-fe50-4f3b-acc0-c96f2f55143d,Jessi F.308944418,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2019-12-18 00:00:00,3.0,I bought this in hopes to get more excited about one on one time with my husband but have felt not a bit of difference.
82,target,raewellness.co,1e205d51-07b6-49ae-b91b-03cfec9f9efb,8199250694,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2020-07-22 11:24:41,1.0,"After taking these for 2 months, there was no change. These didn’t do anything for me"
83,target,raewellness.co,34b23ab4-7c01-4e33-8e38-f52c8ff3a71f,Dianna268883095,Rae In the Mood Dietary Supplement Capsules for Sexual Health and Wellness Support - 60ct,78656045,2020-02-12 00:00:00,5.0,"So I got these for obvious reasons but was nervous because I hate taking pills, I'm also horrible at taking pills and I can't stand the ones that smell super strong and bad which most ""all natural"" pills do. I literally made my boyfriend smell the pills before I would even pick them up. They don't have a overpowering smell, they actually smell good and easy to take. So super excited about this product!!"
84,target,raewellness.co,ab2ae379-85ef-4c83-b8a0-03d7e6f128f3,Tory L.279539721,Rae In the Mood Dietary Supplement Capsules - 60ct,78656045,2020-06-01 00:00:00,4.0,I've noticed a change in my energy while taking these. I have more pep! My husband has noticed too. It def makes your libido better! I'll keep purchasing.
