normalized_url,brand_name,author,date,rev_content,review_rating
athleticgreens.com,Athletic Greens,Travis G.,4/29/22, It's alright ,3
athleticgreens.com,Athletic Greens,Nyanontee C.,4/29/22, I had stopped using Athletic Greens for a couple of months and started with a popular vitamin brand. I noticed I was always feeling sluggish and had to start using caffeine again (more and more each couple of days). I started using AG again and haven’t had to use caffeine since. My energy is through the roof and my cognitive function has improved. My body seemed to thank me before I even took my first sip! ,5
athleticgreens.com,Athletic Greens,Michael F.,4/28/22, Not sure if it is doing anything but it can’t hurt. so trying a bit longer ,5
athleticgreens.com,Athletic Greens,Daniel W.,4/28/22, Have heard so many glowing reviews I had to purchase. I used the product for 90 days and didn’t experience one gain or improvement that was advertised. Can’t say it’s bad but can’t say it’s good. Definitely took a page from Apples marketing guide. The packaging and marketing material is a ten out of ten. Product benefits for me are two out of ten! ,2
athleticgreens.com,Athletic Greens,Sophie L.,4/28/22, Love! ,5
athleticgreens.com,Athletic Greens,Alex P.,4/28/22, Tried for 2 months but can't really say I saw any results. ,2
athleticgreens.com,Athletic Greens,Rebecca L.,4/28/22," I did a lot of research and tried so many different supplements. I look forward every morning to my AG drink. It taste good, I feel good and I feel like I’m finally making an effective choice regarding my health and supplements. ",5
athleticgreens.com,Athletic Greens,chris d.,4/28/22," Absolutely feel the difference. Energy, skin, hair .. Im satisfied. ",5
athleticgreens.com,Athletic Greens,Roberto C.,4/28/22, AG1 has become part of my daily routine. It makes me feel amazing and I love knowing how beneficial it is to my overall health. ,5
athleticgreens.com,Athletic Greens,Erica B.,4/28/22," Athletic Greens is seriously amazing! I take it every morning on an empty stomach and it has allowed me to create such a healthy morning routine, and it tastes good! When I take it consistently I've noticed fewer IBS symptoms and a more regulated digestive system. ",5
athleticgreens.com,Athletic Greens,Paul R.,4/28/22," I've been adding Athletic Greens to my daily routine for about 3 months and feel pretty darn good. As a runner who also lifts weights and lives a pretty active lifestyle, nutrition is very important. While I'd like to get all my nutrients from actual food, that's just not practical on a day to day basis, but it feels like this supplement is the next best option. I'll just drink it with about 10oz of water each morning and it tastes delicious. It also doesn't seem to affect my stomach if I immediately run after and my energy is good. All in all I'm happy with how I feel. ",5
athleticgreens.com,Athletic Greens,Kenny W.,4/28/22," I LOVE the AG product, but I hate the bag that it come in. Why not offer it in a canister? And, it is too costly, as compared to other brands. ",4
athleticgreens.com,Athletic Greens,PV2 C.,4/28/22, Best all round supplement I have ever tried. 10 out of 10 due recommended! ,5
athleticgreens.com,Athletic Greens,Katie B.,4/28/22," I wish I knew how to have less powder stuck to the bottom of my glass. Other than that, it's working out great! I like to mix it with coconut water ",4
athleticgreens.com,Athletic Greens,Thelma M.,4/28/22, Excellent 😊 ,5
athleticgreens.com,Athletic Greens,Nathan K.,4/28/22, Terrific service ,5
athleticgreens.com,Athletic Greens,Ryan F.,4/28/22, Great daily energy after taking a scoops in the morning ,5
athleticgreens.com,Athletic Greens,Katie B.,4/28/22," I wish I knew how to have less powder stuck to the bottom of my glass. Other than that, it's working out great! I like to mix it with coconut water ",4
athleticgreens.com,Athletic Greens,Thelma M.,4/28/22, Excellent 😊 ,5
athleticgreens.com,Athletic Greens,Nathan K.,4/28/22, Terrific service ,5
athleticgreens.com,Athletic Greens,Ryan F.,4/28/22, Great daily energy after taking a scoops in the morning ,5
athleticgreens.com,Athletic Greens,Mark C.,4/28/22, See no end in sight of ending my subscription ,5
athleticgreens.com,Athletic Greens,Vanie S.,4/28/22, Love it!! ,5
athleticgreens.com,Athletic Greens,Idella S.,4/28/22, Didn’t like the taste ,1
athleticgreens.com,Athletic Greens,Benjamin R.,4/28/22, I feel good. More balanced and present. I’m sold. ,5
athleticgreens.com,Athletic Greens,Patrick K.,4/28/22, Tired for 4 months but didnt notice any noticeable improvement given the price ,1
athleticgreens.com,Athletic Greens,michael f.,4/28/22, Great easy to open and use.  ,4
athleticgreens.com,Athletic Greens,Christopher W.,4/28/22," I have been using AG1 for the past two months. I'm an intermittent faster so this product is perfect for this. It has also allowed me not to purchase so many more vitamins,etc. and over the counter meds. I've been happy with this product--AG1. ",5
athleticgreens.com,Athletic Greens,John R.,4/28/22, Product is excellent but a bit pricey ,5
athleticgreens.com,Athletic Greens,abex a.,4/28/22, The a guy like me in a rush and busy this is a life saver ,5
athleticgreens.com,Athletic Greens,Ryan S.,4/28/22, I really enjoy my daily AG but looking into other options because of the high price. Health is very important to me and I continue to take this product but wish the price was a lower. ,3
athleticgreens.com,Athletic Greens,Garrett M.,4/28/22," I do like their product, but $100 per month is too steep. I'm no athlete, so maybe it's worth it to those who climb mountains and run marathons. ",4
athleticgreens.com,Athletic Greens,Christopher N.,4/28/22, Love the whole kit it came with and feeling good lately ,4
athleticgreens.com,Athletic Greens,Christine L.,4/28/22," Convenient that it is all in one powder, however I can’t get past the flavor and the chalky consistency ",2
athleticgreens.com,Athletic Greens,Derek M.,4/28/22, So far I love the way I feel. I’m an athlete and I’ve been taking your products daily. I’ve lost weight and feel strong and fast. ,5
athleticgreens.com,Athletic Greens,Anmaree E.,4/28/22," I've been taking AG1 for over a month now and so far I'm quite pleased with the product, i was worried about the probiotics boating me which is something I've dealt with when I tried other products but AG1 hasn't bloated me at all thankfully. but it's also not a bad flavor either, considering how healthy this stuff is I can handle the taste just fine. I recommend anyone who thinks they may have gaps in their nutrition to try it. ",5
athleticgreens.com,Athletic Greens,Stephanie Z.,4/28/22," I have a hard time swallowing pills, and especially vitamins and supplements which tend to be huge so Athletic Greens was a no-brainer for me. Very happy and plan to continue to drink every morning for the foreseeable future :) ",5
athleticgreens.com,Athletic Greens,Claudia M.,4/28/22, Easy to store. Ready to use when needed. ,5
athleticgreens.com,Athletic Greens,Terri W.,4/28/22, I love this product! I feel confident I am getting what I need all in one drink. Thanks for making a wonderful product. ,5
athleticgreens.com,Athletic Greens,Chase E.,4/28/22, I’m on the brink of the value to cost. ,4
athleticgreens.com,Athletic Greens,Vicki B.,4/28/22, Great taste and I don't take any supplements anymore other than Athletic Greens. ,5
athleticgreens.com,Athletic Greens,Charley S.,4/28/22, Love this stuff. Use it everyday. A refreshing way to start the day! ,5
athleticgreens.com,Athletic Greens,Paula L.,4/28/22," Great product. I’ve been using this every day for almost 2 months. It’s a lot easier for me to drink the AG1 vs take 10 vitamins in the morning and then another 10 before bed. In my opinion AG is a decent price, if I calculated all the vitamins I would take on a monthly basis, the amount would be the same or more and AG1 has a ton more vitamins and minerals than what I was consuming. I would def recommend this product ",5
athleticgreens.com,Athletic Greens,Deborah P.,4/28/22," The taste was tolerable, not worth the extra calories and carbs however. The expensive shipping cost was what lost me as a long term customer. ",1
athleticgreens.com,Athletic Greens,Barton N.,4/28/22, Awesome! ,5
athleticgreens.com,Athletic Greens,Cameron L.,4/28/22," Gets my day started, provides subtle energy. Makes me feel good about not eating breakfast ",4
athleticgreens.com,Athletic Greens,Michael G.,4/28/22, Great to get my day started ,5
athleticgreens.com,Athletic Greens,Alison S.,4/28/22," I’m 17 years out from a very drastic type of bariatric surgery where I malabsorb crazy style. I struggle with my supplements because of the stomach upset, and therefore my body is deficient in various vitamins and minerals. Additionally, my liver function has always been above normal…so much so that I’ve been told I just run high. I never truly be",5
athleticgreens.com,Athletic Greens,Brenden D.,4/28/22, This stuff is amazing. I drink every morning on an empty stomach and definitely have noticed a difference in my performance at my high labor job and all my training I’m doing in my free time. ,5
athleticgreens.com,Athletic Greens,Kristina B.,4/28/22, I just add it to my morning protein shake and I’m don’t forget the day. ,4
athleticgreens.com,Athletic Greens,Seth P.,4/28/22, It is a good product with decent taste. Takes a little bit to get use to. I did feel better after drinking it. The cost is expensive plus you get charged 9$ for shipping. You are almost paying 100$ a month. There are lots of other options out there that are more affordable. ,3
athleticgreens.com,Athletic Greens,Robert S.,4/28/22," I have been using AG because I have been suffering from digestive issues. AG is supplementing nutrients that I have not been consuming because of my illness. It has helped me maintain whatever health level I am able to maintain. Without it, I would be in much worse condition. ",5
athleticgreens.com,Athletic Greens,Abby W.,4/28/22, Too expensive ,3
athleticgreens.com,Athletic Greens,Luis H.,4/28/22," The greens are great, I feel better I enjoy the product. Better than the pill option ",5
athleticgreens.com,Athletic Greens,Wendling R.,4/28/22, Love I recommend to everyone. ,5
athleticgreens.com,Athletic Greens,Crystal P.,4/28/22, Very good stuff. I love the flavor and I love the nutrients in it. ,5
athleticgreens.com,Athletic Greens,Erin G.,4/28/22, Good product so far. Not sure what's in it but it seems better than pills ,5
athleticgreens.com,Athletic Greens,Karin K.,4/28/22," AG's 1 flavor is not appealing to my son who has autism, so he won't drink it. I'm trying it myself to use it up and haven't notice any difference in how I feel. The powder doesn't dissolve well and sinks to the bottom of the glass. It has a sweet and gritty taste. It would probably taste better mixed in a smoothie but I don't drink smoothies. It's also very expensive for what it is. ",2
athleticgreens.com,Athletic Greens,Drew H.,4/28/22, Finally something that tastes good and that’s good for you. Add this to my protein shakes which gives me all I need in one drink. ,5
athleticgreens.com,Athletic Greens,Mukesh R.,4/28/22," Hey there,  ",5
athleticgreens.com,Athletic Greens,Alexis F.,4/28/22," These greens are amazing. I was he distant at first because of the price but it is so worth it. You feel better, mind clarity, and just an awesome way to start your day and get that first glass of water in. I like ice cubes with mine and it doesn’t even taste like greens or nasty chalky taste it’s smooth and sweet, little kick of pineapple in there ",5
athleticgreens.com,Athletic Greens,Jacqueline D.,4/28/22," It makes me feel energetic and ready to go. The ingredients includes a lot of the vitamins and supplements, so for me, with AG1 I no longer have to take the individual vitamins and supplements because they are included in AG1's ingredients. ",5
athleticgreens.com,Athletic Greens,Christine L.,4/28/22," Convenient that it is all in one powder, however I can’t get past the flavor and the chalky consistency ",2
athleticgreens.com,Athletic Greens,Derek M.,4/28/22, So far I love the way I feel. I’m an athlete and I’ve been taking your products daily. I’ve lost weight and feel strong and fast. ,5
athleticgreens.com,Athletic Greens,Anmaree E.,4/28/22," I've been taking AG1 for over a month now and so far I'm quite pleased with the product, i was worried about the probiotics boating me which is something I've dealt with when I tried other products but AG1 hasn't bloated me at all thankfully. but it's also not a bad flavor either, considering how healthy this stuff is I can handle the taste just fine. I recommend anyone who thinks they may have gaps in their nutrition to try it. ",5
athleticgreens.com,Athletic Greens,Stephanie Z.,4/28/22," I have a hard time swallowing pills, and especially vitamins and supplements which tend to be huge so Athletic Greens was a no-brainer for me. Very happy and plan to continue to drink every morning for the foreseeable future :) ",5
athleticgreens.com,Athletic Greens,Claudia M.,4/28/22, Easy to store. Ready to use when needed. ,5
athleticgreens.com,Athletic Greens,Terri W.,4/28/22, I love this product! I feel confident I am getting what I need all in one drink. Thanks for making a wonderful product. ,5
athleticgreens.com,Athletic Greens,Chase E.,4/28/22, I’m on the brink of the value to cost. ,4
athleticgreens.com,Athletic Greens,Vicki B.,4/28/22, Great taste and I don't take any supplements anymore other than Athletic Greens. ,5
athleticgreens.com,Athletic Greens,Charley S.,4/28/22, Love this stuff. Use it everyday. A refreshing way to start the day! ,5
athleticgreens.com,Athletic Greens,Paula L.,4/28/22," Great product. I’ve been using this every day for almost 2 months. It’s a lot easier for me to drink the AG1 vs take 10 vitamins in the morning and then another 10 before bed. In my opinion AG is a decent price, if I calculated all the vitamins I would take on a monthly basis, the amount would be the same or more and AG1 has a ton more vitamins and minerals than what I was consuming. I would def recommend this product ",5
athleticgreens.com,Athletic Greens,Deborah P.,4/28/22," The taste was tolerable, not worth the extra calories and carbs however. The expensive shipping cost was what lost me as a long term customer. ",1
athleticgreens.com,Athletic Greens,Barton N.,4/28/22, Awesome! ,5
athleticgreens.com,Athletic Greens,Cameron L.,4/28/22," Gets my day started, provides subtle energy. Makes me feel good about not eating breakfast ",4
athleticgreens.com,Athletic Greens,Michael G.,4/28/22, Great to get my day started ,5
athleticgreens.com,Athletic Greens,Alison S.,4/28/22," I’m 17 years out from a very drastic type of bariatric surgery where I malabsorb crazy style. I struggle with my supplements because of the stomach upset, and therefore my body is deficient in various vitamins and minerals. Additionally, my liver function has always been above normal…so much so that I’ve been told I just run high. I never truly believed that.  ",5
athleticgreens.com,Athletic Greens,VAlerie g.,4/27/22, I really like this product. I am a serious older runner and find that AG helps me get out there every day. ,5
athleticgreens.com,Athletic Greens,Melanie L.,4/27/22, Taste good. Easy to keep up as a daily routine. ,5
athleticgreens.com,Athletic Greens,Ashley N.,4/27/22, After taking Athletic Greens for a year + I finally got my husband to try it out. We both start each day with our AG and love that way it makes us feel and kicks off our day. Love this product and can not recommend enough. ,5
athleticgreens.com,Athletic Greens,Harpreet S.,4/27/22, Great taste - I squeeze a lime or lemon to my glass to start my day. ,5
athleticgreens.com,Athletic Greens,Cody B.,4/27/22, The product work great it’s just over priced. Also they send it faster than it needs to be sent. I’m like 2 months behind right now and I take it every day… ,4
athleticgreens.com,Athletic Greens,Andrea H.,4/27/22, Convinced of health benefits but really hard to mix and tastes terrible. ,3
athleticgreens.com,Athletic Greens,Douglas E.,4/27/22, The body is a temple unto the one true God. Athletic Green are the fuels to main a good temple! ,5
athleticgreens.com,Athletic Greens,Kevin D.,4/27/22," so health food never tastes good... supposed that's why most supplements are tablets. I am unsure if drinking dehydrated vegetables and the like is for me, the flavour is brutal. However, with your greens, while brutally flavoured equal to any competitor product, is the only product that I completed the entire package. Here is why... when I drink your greens in the morning my brain seems satiated for a very long time, which for someone who grazes all day is quite intriguing. I also find I have less call for an afternoon nap. Little else has changed in my lifestyle so these changes I attribute to having your product in water each morning. I am thankful that you have done little to add nasty berry flavours and what not, but wish that there was some way to make it taste less like cattle feed (we are cattle farmers so yes I know what their feed tastes like). Im sure i will be buying more. ",4
athleticgreens.com,Athletic Greens,Jonathan G.,4/27/22, Love the product. ,5
athleticgreens.com,Athletic Greens,Nora E.,4/27/22, Very good product! Love to start my morning with AG1! Tastes good and feel more motivated to go workout as time using it has gone by. Overall a good product to try and keep using as part of a morning routine:) ,5
athleticgreens.com,Athletic Greens,Brendan L.,4/27/22, Great product ,5
athleticgreens.com,Athletic Greens,Brian A.,4/27/22, It is good ,5
athleticgreens.com,Athletic Greens,Kaleb C.,4/27/22, Started taking AG every weekday morning and I must say I feel much better internally. ,5
athleticgreens.com,Athletic Greens,Branka A.,4/27/22," great product, simply to use and knowledge that al nutritional needs are taken care. ",5
athleticgreens.com,Athletic Greens,Aja P.,4/27/22," I really love drinking AG in the morning, I’ve been a Shakeology nut for like 5 years now, but I always worry about getting enough greens in especially on days I travel (because I’m not bringing a blender and searching out spinach for a shake on vacation). That was my MAIN focus in trying this, but after about a week of drinking it, I started to think maybe the coffee I was drinking in the mornings was now superfluous, and it WAS. It’s kinda crazy to give up something that has been such a long standing part of my life, but AG gives me the focus and alertness I need to start my day. I really like knowing the first thing I do every day is something healthy. The ONLY day it was hard to drink was the day I was super hungover, but even water was rough that day, and I felt noticeably better after I choked it down 😂 I’m about 45 days in, and I love it. I’ve shared it with a friend too, and he ALSO loved it and noticed he didn’t want it need coffee in the mornings. Kind of a PIA to keep it in the fridge if you’re on the go a lot, and you only get the big pack, but the packets are great, also great packet design for easy pouring. I ordered some immediately after trying to bring a couple doses away for a weekend and keep them cold. Just get the packets lol. ",5
athleticgreens.com,Athletic Greens,VAlerie g.,4/27/22, I really like this product. I am a serious older runner and find that AG helps me get out there every day. ,5
athleticgreens.com,Athletic Greens,Melanie L.,4/27/22, Taste good. Easy to keep up as a daily routine. ,5
athleticgreens.com,Athletic Greens,Ashley N.,4/27/22, After taking Athletic Greens for a year + I finally got my husband to try it out. We both start each day with our AG and love that way it makes us feel and kicks off our day. Love this product and can not recommend enough. ,5
athleticgreens.com,Athletic Greens,Harpreet S.,4/27/22, Great taste - I squeeze a lime or lemon to my glass to start my day. ,5
athleticgreens.com,Athletic Greens,Cody B.,4/27/22, The product work great it’s just over priced. Also they send it faster than it needs to be sent. I’m like 2 months behind right now and I take it every day… ,4
athleticgreens.com,Athletic Greens,Andrea H.,4/27/22, Convinced of health benefits but really hard to mix and tastes terrible. ,3
athleticgreens.com,Athletic Greens,Douglas E.,4/27/22, The body is a temple unto the one true God. Athletic Green are the fuels to main a good temple! ,5
athleticgreens.com,Athletic Greens,Kevin D.,4/27/22," so health food never tastes good... supposed that's why most supplements are tablets. I am unsure if drinking dehydrated vegetables and the like is for me, the flavour is brutal. However, with your greens, while brutally flavoured equal to any competitor product, is the only product that I completed the entire package. Here is why... when I drink your greens in the morning my brain seems satiated for a very long time, which for someone who grazes all day is quite intriguing. I also find I have less call for an afternoon nap. Little else has changed in my lifestyle so these changes I attribute to having your product in water each morning. I am thankful that you have done little to add nasty berry flavours and what not, but wish that there was some way to make it taste less like cattle feed (we are cattle farmers so yes I know what their feed tastes like). Im sure i will be buying more. ",4
athleticgreens.com,Athletic Greens,Jonathan G.,4/27/22, Love the product. ,5
athleticgreens.com,Athletic Greens,Nora E.,4/27/22, Very good product! Love to start my morning with AG1! Tastes good and feel more motivated to go workout as time using it has gone by. Overall a good product to try and keep using as part of a morning routine:) ,5
athleticgreens.com,Athletic Greens,Brendan L.,4/27/22, Great product ,5
athleticgreens.com,Athletic Greens,Brian A.,4/27/22, It is good ,5
athleticgreens.com,Athletic Greens,Kaleb C.,4/27/22, Started taking AG every weekday morning and I must say I feel much better internally. ,5
athleticgreens.com,Athletic Greens,Branka A.,4/27/22," great product, simply to use and knowledge that al nutritional needs are taken care. ",5
athleticgreens.com,Athletic Greens,Aja P.,4/27/22," I really love drinking AG in the morning, I’ve been a Shakeology nut for like 5 years now, but I always worry about getting enough greens in especially on days I travel (because I’m not bringing a blender and searching out spinach for a shake on vacation). That was my MAIN focus in trying this, but after about a week of drinking it, I started to think maybe the coffee I was drinking in the mornings was now superfluous, and it WAS. It’s kinda crazy to give up something that has been such a long standing part of my life, but AG gives me the focus and alertness I need to start my day. I really like knowing the first thing I do every day is something healthy. The ONLY day it was hard to drink was the day I was super hungover, but even water was rough that day, and I felt noticeably better after I choked it down 😂 I’m about 45 days in, and I love it. I’ve shared it with a friend too, and he ALSO loved it and noticed he didn’t want it need coffee in the mornings. Kind of a PIA to keep it in the fridge if you’re on the go a lot, and you only get the big pack, but the packets are great, also great packet design for easy pouring. I ordered some immediately after trying to bring a couple doses away for a weekend and keep them cold. Just get the packets lol. ",5
athleticgreens.com,Athletic Greens,Amanda C.,4/28/22," I really do love Athletic Greens and use them daily, but the cost is really hard to justify. $90/month (including an expensive shipping charge for a little bag) just makes it unsustainable long-term for me. I truly appreciate the quality and range of ingredients, and think the product is fantastic, so it’s going to be very sad to cancel my subscri",3
athleticgreens.com,Athletic Greens,Ivan C.,4/28/22, I love the product. I feel better but at $100 per month it’s too expensive and now I’m looking for a less expensive alternative even though I don’t want to. ,4
athleticgreens.com,Athletic Greens,timothy c.,4/28/22, tooexpensive ,2
athleticgreens.com,Athletic Greens,Craig W.,4/27/22, I like the flexibility of the pouches ,5
athleticgreens.com,Athletic Greens,Linda K.,4/27/22, Keeps me regular ,5
athleticgreens.com,Athletic Greens,Erika A.,4/27/22, I’m always starving as soon as I wake up and when I drink this it helps not only give me energy but not ravage the fridge. I highly recommend. ,5
athleticgreens.com,Athletic Greens,Ziya C.,4/27/22, It was fine but I did not feel any benefits and not worth the price tag. ,3
athleticgreens.com,Athletic Greens,Anne S.,4/27/22, Can not handle the taste ,2
athleticgreens.com,Athletic Greens,Scott L.,4/27/22, Great product! ,5
athleticgreens.com,Athletic Greens,Mikayla J.,4/27/22," I like them, you get what you pay for, but the automatic renewal sucks and frankly I won't keep ordering. It hasn't changed my life, but I do have more energy. ",3
athleticgreens.com,Athletic Greens,Katie R.,4/27/22," When I started AG1, I wanted it to replace my vitamins, and it did that and more. I definitely use it as part of my morning routine now, and it gives me energy and has helped me cut down on my coffee. I’ve never taken greens consistently before this, and the flavor is pretty good as well. ",5
athleticgreens.com,Athletic Greens,Chadley K.,4/27/22, Best ‘multivitamin’ I have found. Good stuff. Worth the subscription. ,5
athleticgreens.com,Athletic Greens,Cheryl E.,4/27/22, Too doggone expensive!!!!! ,1
athleticgreens.com,Athletic Greens,Nick C.,4/27/22, Great product excellent service Very happy product taste great great customer service ,5
athleticgreens.com,Athletic Greens,VAlerie g.,4/27/22, I really like this product. I am a serious older runner and find that AG helps me get out there every day. ,5
athleticgreens.com,Athletic Greens,Melanie L.,4/27/22, Taste good. Easy to keep up as a daily routine. ,5
athleticgreens.com,Athletic Greens,Ashley N.,4/27/22, After taking Athletic Greens for a year + I finally got my husband to try it out. We both start each day with our AG and love that way it makes us feel and kicks off our day. Love this product and can not recommend enough. ,5
athleticgreens.com,Athletic Greens,Harpreet S.,4/27/22, Great taste - I squeeze a lime or lemon to my glass to start my day. ,5
athleticgreens.com,Athletic Greens,Cody B.,4/27/22, The product work great it’s just over priced. Also they send it faster than it needs to be sent. I’m like 2 months behind right now and I take it every day… ,4
athleticgreens.com,Athletic Greens,Andrea H.,4/27/22, Convinced of health benefits but really hard to mix and tastes terrible. ,3
athleticgreens.com,Athletic Greens,Douglas E.,4/27/22, The body is a temple unto the one true God. Athletic Green are the fuels to main a good temple! ,5
athleticgreens.com,Athletic Greens,Kevin D.,4/27/22," so health food never tastes good... supposed that's why most supplements are tablets. I am unsure if drinking dehydrated vegetables and the like is for me, the flavour is brutal. However, with your greens, while brutally flavoured equal to any competitor product, is the only product that I completed the entire package. Here is why... when I drink your greens in the morning my brain seems satiated for a very long time, which for someone who grazes all day is quite intriguing. I also find I have less call for an afternoon nap. Little else has changed in my lifestyle so these changes I attribute to having your product in water each morning. I am thankful that you have done little to add nasty berry flavours and what not, but wish that there was some way to make it taste less like cattle feed (we are cattle farmers so yes I know what their feed tastes like). Im sure i will be buying more. ",4
athleticgreens.com,Athletic Greens,Jonathan G.,4/27/22, Love the product. ,5
athleticgreens.com,Athletic Greens,Nora E.,4/27/22, Very good product! Love to start my morning with AG1! Tastes good and feel more motivated to go workout as time using it has gone by. Overall a good product to try and keep using as part of a morning routine:) ,5
athleticgreens.com,Athletic Greens,Brendan L.,4/27/22, Great product ,5
athleticgreens.com,Athletic Greens,Brian A.,4/27/22, It is good ,5
athleticgreens.com,Athletic Greens,Kaleb C.,4/27/22, Started taking AG every weekday morning and I must say I feel much better internally. ,5
athleticgreens.com,Athletic Greens,Branka A.,4/27/22," great product, simply to use and knowledge that al nutritional needs are taken care. ",5
athleticgreens.com,Athletic Greens,Aja P.,4/27/22," I really love drinking AG in the morning, I’ve been a Shakeology nut for like 5 years now, but I always worry about getting enough greens in especially on days I travel (because I’m not bringing a blender and searching out spinach for a shake on vacation). That was my MAIN focus in trying this, but after about a week of drinking it, I started to think maybe the coffee I was drinking in the mornings was now superfluous, and it WAS. It’s kinda crazy to give up something that has been such a long standing part of my life, but AG gives me the focus and alertness I need to start my day. I really like knowing the first thing I do every day is something healthy. The ONLY day it was hard to drink was the day I was super hungover, but even water was rough that day, and I felt noticeably better after I choked it down 😂 I’m about 45 days in, and I love it. I’ve shared it with a friend too, and he ALSO loved it and noticed he didn’t want it need coffee in the mornings. Kind of a PIA to keep it in the fridge if you’re on the go a lot, and you only get the big pack, but the packets are great, also great packet design for easy pouring. I ordered some immediately after trying to bring a couple doses away for a weekend and keep them cold. Just get the packets lol. ",5
athleticgreens.com,Athletic Greens,Caroline L.,4/27/22, I've been takin' Athlectic Greens each morning since 2 months now and I really really love it! More energy and feeling very good! ,5
athleticgreens.com,Athletic Greens,Jayson T.,4/27/22," The packaging is a real chore, makes a mess and seems like for the price it should be better designed. I love the product and would recommend for anyone looking to simplify and upgrade their nutrition routine. But, getting the pouch into the canister is zero fun. Travel packs FTW! ",4
