Owner Role,Opportunity Owner,Account Name (DBA),Opportunity Name,Stage,Fiscal Period,Amount,Probability (%),Age,Fund/Close Date,Created Date,Next Step,Lead Source,Type,Website
Equity Fund,Kiva Dickinson,House Beer,House Beer - May 2018,Closed Passed,Q3-2018,,1/0/00,78,43312,43234,,Other Referral,,housebeer.us
Equity Fund,Kiva Dickinson,Primal Pit Paste,Primal Pit Paste - May 2018,Closed Passed,Q3-2018,,1/0/00,76,43312,43236,,Helio,,primalpitpaste.com
Equity Fund,Kiva Dickinson,One Potato,One Potato - May 2018,Closed Passed,Q3-2018,,1/0/00,69,43312,43243,,Other Referral from CircleUp Employee,,onepotato.com
Equity Fund,Kiva Dickinson,Los Sundays,Los Sundays - June 2018,Closed Passed,Q3-2018,,1/0/00,50,43315,43265,,Manual,,lossundays.com
Equity Fund,Kiva Dickinson,O'Dang Hummus,O'Dang Hummus - June 2018,Closed Passed,Q3-2018,,1/0/00,51,43315,43264,,Other Referral,,odanghummus.com
Equity Fund,Kiva Dickinson,Gundalow Juice,Gundalow Juice - August 2018,Closed Passed,Q3-2018,,1/0/00,0,43318,43318,,Helio,,gundalowjuice.com
Equity Fund,Kiva Dickinson,BAO Fermented Beverages,BAO Fermented Beverages - August 2018,Closed Passed,Q3-2018,,1/0/00,0,43319,43320,,Other Referral,,baofoodanddrink.com
Equity Fund,Kiva Dickinson,InteraXon,InteraXon - August 2018,Closed Passed,Q3-2018,,1/0/00,0,43328,43328,,Helio,,choosemuse.com
Equity Fund,Kiva Dickinson,Kiito,Kiito - August 2018,Closed Passed,Q3-2018,,1/0/00,0,43329,43329,,Other Referral,,drinkkiito.com
Equity Fund,Kiva Dickinson,Boku Superfood,Boku Superfood - August 2018,Closed Passed,Q3-2018,,1/0/00,0,43332,43332,,Other Referral,,bokusuperfood.com
Equity Fund,Kiva Dickinson,Notch Brewing,Notch Brewing - August 2018,Closed Passed,Q3-2018,,1/0/00,0,43333,43333,,Helio,,notchbrewing.com
Equity Fund,Kiva Dickinson,ENLIGHTENED,ENLIGHTENED - August 2018,Closed Lost,Q3-2018,,1/0/00,0,43334,43334,,Helio,,eatenlightened.com
Equity Fund,Kiva Dickinson,TeaRiot,TeaRiot - August 2018,Closed Passed,Q3-2018,,1/0/00,0,43334,43334,,Inbound,,teariot.com
Equity Fund,Kiva Dickinson,Drink Peloton,Drink Peloton - June 2018,Closed Passed,Q3-2018,,1/0/00,69,43339,43270,,Manual,,drinkpeloton.com
Equity Fund,Kiva Dickinson,Roam Free,Roam Free - June 2018,Closed Passed,Q3-2018,,1/0/00,70,43340,43270,,Manual,,goroamfree.com
Equity Fund,Kiva Dickinson,Aegle Gear,Aegle Gear - August 2018,Closed Passed,Q3-2018,,1/0/00,0,43341,43342,,Inbound,,aeglegear.com
Equity Fund,Kiva Dickinson,Vive Organic,Vive Organic - June 2018,Closed Lost,Q3-2018,,1/0/00,85,43343,43258,,Manual,,vive-organic.com
Equity Fund,Kiva Dickinson,Ace Hill,Ace Hill - June 2018,Closed Passed,Q3-2018,,1/0/00,71,43343,43272,,Other Referral from CircleUp Employee,,acehillbeer.com
Equity Fund,Kiva Dickinson,Kaizen,Kaizen - June 2018,Closed Passed,Q3-2018,,1/0/00,91,43343,43252,,Helio,,kaizennaturals.com
Equity Fund,Kiva Dickinson,Partake Brewing,Partake Brewing - June 2018,Closed Passed,Q3-2018,,1/0/00,73,43343,43270,,Other Referral,,drinkpartake.com
Equity Fund,Kiva Dickinson,Bold Brew Coffee,Bold Brew Coffee - June 2018,Closed Passed,Q3-2018,,1/0/00,73,43343,43270,,Manual,,boldbrew.com
Equity Fund,Kiva Dickinson,SimplyFUEL,SimplyFUEL - June 2018,Closed Passed,Q3-2018,,1/0/00,73,43343,43270,,Manual,,simplyfuel.com
Equity Fund,Kiva Dickinson,Waku,Waku - June 2018,Closed Passed,Q3-2018,,1/0/00,67,43343,43276,,Manual,,livewaku.com
Equity Fund,Kiva Dickinson,O2 Beverages,O2 - June 2018,Closed Passed,Q3-2018,,1/0/00,67,43343,43276,,Inbound,,drinko2.com
Equity Fund,Kiva Dickinson,Simply Soupreme,Simply Soupreme - June 2018,Closed Passed,Q3-2018,,1/0/00,67,43343,43276,,Manual,,simplysoupreme.com
Equity Fund,Kiva Dickinson,Sitka,Sitka - June 2018,Closed Passed,Q3-2018,,1/0/00,67,43343,43276,,Other Referral,,sitka.ca
Equity Fund,Kiva Dickinson,PURE GREEN,Pure Green - June 2018,Closed Passed,Q3-2018,,1/0/00,67,43343,43276,,Other Referral,,puregreen.com
Equity Fund,Kiva Dickinson,Cappello's,Cappello's - June 2018,Closed Passed,Q3-2018,,1/0/00,68,43344,43276,,Inbound,,cappellos.com
Equity Fund,Kiva Dickinson,Nooodle,Nooodle - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43347,43347,,Inbound,,nooodle.com
Equity Fund,Kiva Dickinson,Just Water,Just Water - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43353,43353,,Helio,,justwater.com
Equity Fund,Kiva Dickinson,Peaceful Fruits,Peaceful Fruits - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43353,43354,,Helio,,peacefulfruits.com
Equity Fund,Kiva Dickinson,FEAT Clothing,FEAT Socks - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43353,43353,,Manual,,featclothing.com
Equity Fund,Kiva Dickinson,Frances Valentine,Frances Valentine - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43356,43356,,Inbound,,francesvalentine.com
Equity Fund,Kiva Dickinson,Braxton Brewing,Braxton Brewing - September 2018,Closed Lost,Q3-2018,,1/0/00,0,43361,43362,,Helio,,braxtonbrewing.com
Equity Fund,Kiva Dickinson,Sundaily,Sundots - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43362,43362,,Other Referral,,sundots.com
Equity Fund,Kiva Dickinson,Mary Louise Cosmetics,Mary Louise Cosmetics - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43362,43362,,Helio,,mymarylouise.com
Equity Fund,Kiva Dickinson,Summer Fridays,Summer Fridays - September 2018,Closed Lost,Q3-2018,,1/0/00,0,43368,43368,,Manual,,summerfridays.com
Equity Fund,Kiva Dickinson,Frey,FREY - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43369,43369,,Other Referral,,livefrey.com
Equity Fund,Kiva Dickinson,Masqueology,Masqueology - September 2018,Closed Passed,Q3-2018,,1/0/00,0,43370,43370,,Helio,,masqueology.com
Equity Fund,Kiva Dickinson,Ithaca Hummus,Ithaca Cold Crafted - May 2018,Closed Lost,Q3-2018,,1/0/00,124,43373,43249,,Trade Show,,ithacacoldcrafted.com
Equity Fund,Kiva Dickinson,Noka,Noka - July 2018,Closed Lost,Q3-2018,,1/0/00,79,43373,43294,,Helio,,nokaorganics.com
Equity Fund,Kiva Dickinson,Hungry Root,Hungry Root - July 2018,Closed Passed,Q3-2018,,1/0/00,82,43373,43291,,Inbound,,hungryroot.com
Equity Fund,Kiva Dickinson,BOS Brands,BOS Brands - July 2018,Closed Passed,Q3-2018,,1/0/00,76,43373,43297,,Manual,,bosbrands.com
Equity Fund,Kiva Dickinson,Ursa Major of Vermont,Ursa Major of Vermont - May 2018,Closed Passed,Q3-2018,,1/0/00,123,43373,43250,,Helio,,ursamajorvt.com
Equity Fund,Kiva Dickinson,Cottage Springs,Cottage Springs - June 2018,Closed Passed,Q3-2018,,1/0/00,116,43373,43257,,Other Referral,,iconicbrewing.co
Equity Fund,Kiva Dickinson,Teaonic,Teaonic - June 2018,Closed Passed,Q3-2018,,1/0/00,95,43373,43278,,Inbound,,teaonic.com
Equity Fund,Kiva Dickinson,Goby,Goby - July 2018,Closed Passed,Q3-2018,,1/0/00,61,43373,43313,,Other Referral,,goby.co
Equity Fund,Kiva Dickinson,Fur,Fur - October 2018,Closed Passed,Q3-2018,,1/0/00,0,43373,43377,,Helio,,furyou.com
Equity Fund,Kiva Dickinson,Origin Almond,Origin Almond - June 2018,Closed Passed,Q3-2018,,1/0/00,103,43373,43270,,Manual,,originalmond.com
Equity Fund,Kiva Dickinson,Fur,Fur - May 2018,Closed Passed,Q3-2018,,1/0/00,123,43373,43250,,Helio,,furyou.com
Equity Fund,Kiva Dickinson,EVOLVh,EVOLVh - June 2018,Closed Passed,Q3-2018,,1/0/00,117,43373,43256,,Manual,,evolvh.com
Equity Fund,Kiva Dickinson,Good Day Hairshop,Good Day Hairshop - July 2018,Closed Passed,Q3-2018,,1/0/00,80,43373,43293,,Manual,,gooddayhairshop.com
Equity Fund,Kiva Dickinson,nugg Beauty,nugg Beauty - August 2018,Closed Passed,Q3-2018,,1/0/00,37,43373,43336,,Helio,,nuggbeauty.com
Equity Fund,Kiva Dickinson,Thrive+,Thrive+ - June 2018,Closed Passed,Q3-2018,,1/0/00,117,43373,43256,,Other Referral,,decidethrive.com
Equity Fund,Kiva Dickinson,Summersalt,Summersalt - June 2018,Closed Passed,Q3-2018,,1/0/00,108,43373,43265,,Other Referral,,summersalt.com
Equity Fund,Kiva Dickinson,Force of Nature,Force of Nature - June 2018,Closed Passed,Q3-2018,,1/0/00,108,43373,43265,,Other Referral,,forceofnatureclean.com
Equity Fund,Kiva Dickinson,Manscaped,Manscaped - June 2018,Closed Passed,Q3-2018,,1/0/00,95,43373,43278,,Other Referral from CircleUp Employee,,manscaped.com
Equity Fund,Kiva Dickinson,Walton Wood Farm,Walton Wood Farm - July 2018,Closed Passed,Q3-2018,,1/0/00,89,43373,43284,,Helio,,waltonwoodfarm.com
Equity Fund,Kiva Dickinson,Rowdy Mermaid,Rowdy Mermaid - July 2018,Closed Passed,Q3-2018,,1/0/00,62,43373,43311,,Helio,,rowdymermaid.com
Equity Fund,Kiva Dickinson,Yumi,Yumi - July 2018,Closed Passed,Q3-2018,,1/0/00,61,43373,43313,,Other Referral,,helloyumi.com
Equity Fund,Kiva Dickinson,BioClarity,BioClarity - May 2018,Closed Passed,Q3-2018,,1/0/00,130,43373,43243,,Inbound,,bioclarity.com
Equity Fund,Kiva Dickinson,Tres Latin Foods,Tres Latin Foods - June 2018,Closed Passed,Q3-2018,,1/0/00,117,43373,43256,,Inbound,,treslatinfoods.com
Equity Fund,Kiva Dickinson,VitaCup,VitaCup - August 2018,Closed Lost,Q3-2018,,1/0/00,47,43373,43327,,Inbound,,vitacup.com
Equity Fund,Kiva Dickinson,LESSER EVIL,LesserEvil - August 2018,Closed Lost,Q3-2018,,1/0/00,44,43373,43329,,Helio,,lesserevil.com
Equity Fund,Kiva Dickinson,Laguna Beach Textile Company,Laguna Beach Textile Company - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43374,43374,,Helio,,lagunabeachtextileco.com
Equity Fund,Kiva Dickinson,On & On,On & On - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43374,43374,,Other Referral,,on-and-on.co
Equity Fund,Kiva Dickinson,Muuna,Muuna - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43377,43377,,Helio,,muuna.com
Equity Fund,Kiva Dickinson,Boulder Bake,Boulder Bake - May 2018,Closed Passed,Q4-2018,,1/0/00,0,43377,43377,,Other Referral,,boulderbake.com
Equity Fund,Kiva Dickinson,Apres,Apres - July 2018,Closed Passed,Q4-2018,,1/0/00,0,43377,43377,,Helio,,drinkapres.com
Equity Fund,Kiva Dickinson,Tyme Food,Tyme Food - Aug 2018,Closed Passed,Q4-2018,,1/0/00,0,43377,43377,,Helio,,tymefood.com
Equity Fund,Kiva Dickinson,Kaia Naturals,Kaia Naturals - July 2018,Closed Passed,Q4-2018,,1/0/00,0,43377,43377,,Helio,,kaianaturals.com
Equity Fund,Kiva Dickinson,Sage Spoonfuls,Sage Spoonfuls - Sept 2018,Closed Passed,Q4-2018,,1/0/00,0,43377,43377,,Other Referral from CircleUp Employee,,sagespoonfuls.com
Equity Fund,Kiva Dickinson,VICE Cream,VICE Cream - Oct 2018,Closed Passed,Q4-2018,,1/0/00,0,43377,43377,,Helio,,eatvicecream.com
Equity Fund,Kiva Dickinson,Ample Foods,Ample Foods - Sept 2018,Closed Lost,Q4-2018,,1/0/00,0,43377,43377,,Helio,,amplemeal.com
Equity Fund,Kiva Dickinson,Miss Jones,Miss Jones - Sept 2018,Closed Lost,Q4-2018,,1/0/00,0,43377,43377,,Helio,,missjones.co
Equity Fund,Kiva Dickinson,Ursa Major of Vermont,Ursa Major of Vermont - Sept 2018,Closed Lost,Q4-2018,,1/0/00,0,43377,43377,,Helio,,ursamajorvt.com
Equity Fund,Kiva Dickinson,Mom Made Foods,Mom Made Foods - June 2018,Closed Passed,Q4-2018,,1/0/00,0,43377,43377,,Helio,,mommadefoods.com
Equity Fund,Kiva Dickinson,More Labs,82 Labs - June 2018,Closed Lost,Q4-2018,,1/0/00,0,43377,43377,,Other Referral,,morningrecoverydrink.com
Equity Fund,Kiva Dickinson,BOOCHCRAFT,Boochcraft - June 2018,Closed Lost,Q4-2018,,1/0/00,0,43377,43377,,Helio,,boochcraft.com
Equity Fund,Kiva Dickinson,Icelandic Provisions,Icelandic Provisions - Aug 2018,Closed Lost,Q4-2018,,1/0/00,0,43377,43377,,Other Referral,,icelandicprovisions.com
Equity Fund,Kiva Dickinson,Brekki,Brekki - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43388,43388,,Other Referral,,brekki.com
Equity Fund,Kiva Dickinson,OHi Food Co.,OHi Food Co - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43391,43391,,Other Referral,,ohifoodco.com
Equity Fund,Kiva Dickinson,SOUND Sparkling Tea,SOUND Sparkling Tea - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43392,43392,,Helio,,soundtea.com
Equity Fund,Kiva Dickinson,Supernatural Kitchen,"Supernatural, Inc. - October 2018",Closed Passed,Q4-2018,,1/0/00,0,43394,43395,,Helio,,supernaturalkitchen.com
Equity Fund,Kiva Dickinson,Kettle & Fire,Kettle & Fire - October 2018,Closed Lost,Q4-2018,,1/0/00,0,43396,43396,,Trade Show,,kettleandfire.com
Equity Fund,Kiva Dickinson,Para Kito,Para Kito - October 2018,Closed Lost,Q4-2018,,1/0/00,0,43397,43397,,Helio,,parakito.com
Equity Fund,Kiva Dickinson,Caveman Foods,Caveman Foods - October 2018,Closed Lost,Q4-2018,,1/0/00,0,43397,43397,,Helio,,cavemanfoods.com
Equity Fund,Kiva Dickinson,Fishpeople,Fishpeople - October 2018,Closed Lost,Q4-2018,,1/0/00,0,43397,43397,,Trade Show,,fishpeopleseafood.com
Equity Fund,Kiva Dickinson,Ace Marks,Ace Marks - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43398,43398,,Other Referral from CircleUp Employee,,acemarks.com
Equity Fund,Kiva Dickinson,Hak's,Hak's - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43398,43398,,Helio,,haks.com
Equity Fund,Kiva Dickinson,Cuts Clothing,Cuts Clothing - October 2018,Closed Lost,Q4-2018,,1/0/00,0,43402,43402,,Manual,,cutsclothing.com
Equity Fund,Kiva Dickinson,Electric Sky Wine,Electric Sky Wine - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43402,43402,,Other Referral,,electricskywine.com
Equity Fund,Kiva Dickinson,Bitchin' Sauce,Bitchin' Sauce - August 2018,Closed Lost,Q4-2018,,1/0/00,83,43404,43321,,Manual,,bitchinsauce.com
Equity Fund,Kiva Dickinson,The Rib Rack,The Rib Rack - October 2018,Closed Lost,Q4-2018,,1/0/00,0,43404,43404,,Helio,,theribrack.com
Equity Fund,Kiva Dickinson,Adwoa Beauty,Adwoa Beauty - May 2018,Closed Passed,Q4-2018,,1/0/00,173,43404,43231,,Manual,,adwoabeauty.com
Equity Fund,Kiva Dickinson,Emmy's Organics,Emmy's Organics - May 2018,Closed Passed,Q4-2018,,1/0/00,154,43404,43250,,Trade Show,,emmysorganics.com
Equity Fund,Kiva Dickinson,Farmgirl Flowers,Farmgirl Flowers - August 2018,Closed Passed,Q4-2018,,1/0/00,76,43404,43328,,Other Referral,,farmgirlflowers.com
Equity Fund,Kiva Dickinson,Blackstone,Blackstone - August 2018,Closed Passed,Q4-2018,,1/0/00,72,43404,43332,,Helio,,blackstoneproducts.com
Equity Fund,Kiva Dickinson,Hand in Hand Soap,Hand in Hand Soap - August 2018,Closed Passed,Q4-2018,,1/0/00,79,43404,43325,,Inbound,,handinhandsoap.com
Equity Fund,Kiva Dickinson,Goodwipes,Good Wipes - August 2018,Closed Passed,Q4-2018,,1/0/00,62,43404,43342,,Inbound,,goodwipes.com
Equity Fund,Kiva Dickinson,Shacksbury,Shacksbury - August 2018,Closed Passed,Q4-2018,,1/0/00,84,43404,43320,,Helio,,shacksbury.com
Equity Fund,Kiva Dickinson,Outlaw Energy,Outlaw Energy - August 2018,Closed Passed,Q4-2018,,1/0/00,65,43404,43339,,Manual,,outlawenergy.com
Equity Fund,Kiva Dickinson,Premama,Premama - May 2018,Closed Passed,Q4-2018,,1/0/00,160,43404,43244,,Helio,,premamawellness.com
Equity Fund,Kiva Dickinson,Whiskey Acres,Whiskey Acres - August 2018,Closed Passed,Q4-2018,,1/0/00,76,43404,43328,,Helio,,whiskeyacres.com
Equity Fund,Kiva Dickinson,Munk Pack,Munk Pack - August 2018,Closed Lost,Q4-2018,,1/0/00,76,43404,43328,,Helio,,munkpack.com
Equity Fund,Kiva Dickinson,Lemon Perfect,Lemon Perfect - October 2018,Closed Passed,Q4-2018,,1/0/00,0,43404,43404,,Manual,,lemonperfect.com
Equity Fund,Kiva Dickinson,88 Acres,88 Acres - November 2018,Closed Lost,Q4-2018,,1/0/00,0,43405,43406,,Helio,,88acres.com
Equity Fund,Kiva Dickinson,SuckerPunch Gourmet,SuckerPunch Gourmet - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43406,43406,,Helio,,suckerpunchgourmet.com
Equity Fund,Kiva Dickinson,SuperSeedz,SuperSeedz - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43410,43411,,Helio,,superseedz.com
Equity Fund,Kiva Dickinson,Mati Energy,Mati Energy - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43410,43411,,Helio,,matienergy.com
Equity Fund,Kiva Dickinson,Clean Origin,Clean Origin - November 2018,Closed Lost,Q4-2018,,1/0/00,0,43411,43411,,Other Referral from CircleUp Employee,,cleanorigin.com
Equity Fund,Kiva Dickinson,Vuka,Vuka - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43411,43411,,Helio,,vuka.com
Equity Fund,Kiva Dickinson,Beckon Ice Cream,Beckon Ice Cream - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43413,43413,,Helio,,beckonicecream.com
Equity Fund,Kiva Dickinson,Taali,Taali - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43416,43416,,Other Referral,,taalifoods.com
Equity Fund,Kiva Dickinson,T.W. Pitchers,T.W. Pitchers - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43417,43417,,Inbound,,twpitchers.com
Equity Fund,Kiva Dickinson,Nosotros Tequila,Nosotros Tequila - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43417,43417,,Other Referral,,nosotrostequila.com
Equity Fund,Kiva Dickinson,Vive Organic,Vive Organic - November 2018,Closed Lost,Q4-2018,,1/0/00,0,43420,43420,,Manual,,vive-organic.com
Equity Fund,Kiva Dickinson,Cappello's,Cappello's - November 2018,Closed Lost,Q4-2018,,1/0/00,0,43420,43420,,Manual,,cappellos.com
Equity Fund,Kiva Dickinson,Papalote Salsa,Papalote Salsa - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43432,43432,,Helio,,papalotesalsa.com
Equity Fund,Kiva Dickinson,Pupums,Pupums - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43432,43432,,Inbound,,pupums.com
Equity Fund,Kiva Dickinson,NOVO Brazil Brewing CO.,NOVO Brazil Brewing CO. - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43434,43435,,Helio,,novobrazilbrewing.com
Equity Fund,Kiva Dickinson,JuneShine,JuneShine - September 2018,Closed Passed,Q4-2018,,1/0/00,63,43434,43372,,Other Referral,,juneshine.co
Equity Fund,Kiva Dickinson,Fresh Victor,Fresh Victor - September 2018,Closed Passed,Q4-2018,,1/0/00,79,43434,43355,,Other Referral,,freshvictor.com
Equity Fund,Kiva Dickinson,BeatBox Beverages,BeatBox Beverages - July 2018,Closed Passed,Q4-2018,,1/0/00,134,43434,43300,,Manual,,beatboxbeverages.com
Equity Fund,Kiva Dickinson,Lucy Pet Products,Lucy Pet Products - August 2018,Closed Passed,Q4-2018,,1/0/00,94,43434,43340,,Helio,,lucypetproducts.com
Equity Fund,Kiva Dickinson,Picky Bars,Picky Bars - September 2018,Closed Passed,Q4-2018,,1/0/00,86,43434,43348,,Other Referral,,pickybars.com
Equity Fund,Kiva Dickinson,EcoFish,EcoFish - November 2018,Closed Passed,Q4-2018,,1/0/00,28,43434,43406,,Other Referral,,ecofish.com
Equity Fund,Kiva Dickinson,Here,Here - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43434,43435,,Other Referral,,NO URL YET
Equity Fund,Kiva Dickinson,American Provenance,American Provenance - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43434,43435,,Helio,,americanprovenance.com
Equity Fund,Kiva Dickinson,Genius Juice,Genius Juice - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43434,43435,,Inbound,,geniusjuice.com
Equity Fund,Kiva Dickinson,Fat Cat Gourmet Foods,Fat Cat Gourmet Foods - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43438,43438,,Helio,,fatcatfoods.com
Equity Fund,Kiva Dickinson,Makes 3,Makes 3 - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43439,43440,,Helio,,makes3.com
Equity Fund,Kiva Dickinson,Sweet Nova,Sweet Nova - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43440,43441,,Other Referral,,sweetnova.com
Equity Fund,Kiva Dickinson,O2 Beverages,O2 - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43441,43441,,Inbound,,drinko2.com
Equity Fund,Kiva Dickinson,Wanu,WANU Water - December 2018,Closed Lost,Q4-2018,,1/0/00,0,43441,43441,,Helio,,wanuwater.com
Equity Fund,Kiva Dickinson,Urban Remedy,Urban Remedy - December 2018,Closed Lost,Q4-2018,,1/0/00,0,43441,43441,,Inbound,,urbanremedy.com
Equity Fund,Kiva Dickinson,Shaka Tea,Shaka Tea - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43447,43448,,Inbound,,shakatea.com
Equity Fund,Kiva Dickinson,Smartceuticals,Smartceuticals - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43447,43448,,Other Referral,,smartceuticals.org
Equity Fund,Kiva Dickinson,Empact Bars,Empact Bars - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43453,43454,,Other Referral,,empactbars.com
Equity Fund,Kiva Dickinson,Farm and Oven,Farm & Oven - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43453,43454,,Manual,,farmandoven.com
Equity Fund,Kiva Dickinson,Good Karma,Good Karma - December 2018,Closed Lost,Q4-2018,,1/0/00,0,43453,43454,,Other Referral,,goodkarmafoods.com
Equity Fund,Kiva Dickinson,UNIQUE ENERGY DRINK,Unique - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43453,43454,,Helio,,uniqueenergydrink.com
Equity Fund,Kiva Dickinson,Homesick Candles,Homesick Candles - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43454,43454,,Other Referral,,homesickcandles.com
Equity Fund,Kiva Dickinson,Eugenia Shea,Eu'Genia Shea - May 2018,Closed Passed,Q4-2018,,1/0/00,222,43458,43236,,Manual,,eugeniashea.com
Equity Fund,Kiva Dickinson,Bru Broth,Bru Broth - November 2018,Closed Passed,Q4-2018,,1/0/00,39,43458,43419,,Inbound,,brubroth.com
Equity Fund,Kiva Dickinson,Sufferfest,Sufferfest - October 2018,Closed Passed,Q4-2018,,1/0/00,66,43458,43392,,Manual,,sufferfestbeer.com
Equity Fund,Kiva Dickinson,Swell Ice Cream,Swell Ice Cream - September 2018,Closed Passed,Q4-2018,,1/0/00,101,43464,43363,,Helio,,swellfoods.com
Equity Fund,Kiva Dickinson,The Ten Spot,The Ten Spot - May 2018,Closed Lost,Q4-2018,,1/0/00,222,43465,43243,,Manual,,thetenspot.com
Equity Fund,Kiva Dickinson,Biena,Biena - May 2018,Closed Lost,Q4-2018,,1/0/00,215,43465,43250,,Helio,,bienasnacks.com
Equity Fund,Kiva Dickinson,Ugly Drinks,Ugly Drinks - June 2018,Closed Lost,Q4-2018,,1/0/00,209,43465,43256,,Manual,,uglydrinks.com
Equity Fund,Kiva Dickinson,Tentree,Tentree - June 2018,Closed Lost,Q4-2018,,1/0/00,202,43465,43263,,Manual,,tentree.com
Equity Fund,Kiva Dickinson,Love Good Fats,Suzie's Good Fats - July 2018,Closed Lost,Q4-2018,,1/0/00,158,43465,43307,,Other Referral,,lovegoodfats.com
Equity Fund,Kiva Dickinson,Lono Life,LonoLife - October 2018,Closed Lost,Q4-2018,,1/0/00,73,43465,43392,,Helio,,lonolife.com
Equity Fund,Kiva Dickinson,Kona Deep,Kona Deep - October 2018,Closed Lost,Q4-2018,,1/0/00,70,43465,43395,,Helio,,konadeep.com
Equity Fund,Kiva Dickinson,Madrinas Coffee,Madrina's Coffee - October 2018,Closed Lost,Q4-2018,,1/0/00,67,43465,43398,,Other Referral from CircleUp Employee,,madrinascoffee.com
Equity Fund,Kiva Dickinson,Dr. Roebuck's,Dr. Roebuck's - October 2018,Closed Lost,Q4-2018,,1/0/00,63,43465,43402,,Manual,,drroebucks.com
Equity Fund,Kiva Dickinson,ChocZero,ChocZero - November 2018,Closed Lost,Q4-2018,,1/0/00,60,43465,43405,,Manual,,choczero.com
Equity Fund,Kiva Dickinson,Good Culture,Good Culture - November 2018,Closed Lost,Q4-2018,,1/0/00,59,43465,43406,,Helio,,goodculture.com
Equity Fund,Kiva Dickinson,DUDE Products,DUDE Products - November 2018,Closed Lost,Q4-2018,,1/0/00,52,43465,43413,,Helio,,dudeproducts.com
Equity Fund,Kiva Dickinson,Lavva,Lavva - September 2018,Closed Passed,Q4-2018,,1/0/00,118,43465,43347,,Other Referral,,lovvelavva.com
Equity Fund,Kiva Dickinson,Antonym Cosmetics,Antonym Cosmetics - May 2018,Closed Passed,Q4-2018,,1/0/00,231,43465,43234,,Manual,,antonymcosmetics.com
Equity Fund,Kiva Dickinson,Dream Pops,Dream Pops - May 2018,Closed Passed,Q4-2018,,1/0/00,231,43465,43234,,Manual,,dreampops.com
Equity Fund,Kiva Dickinson,Megababe Beauty,Megababe Beauty - September 2018,Closed Passed,Q4-2018,,1/0/00,118,43465,43347,,Other Referral from CircleUp Employee,,megababebeauty.com
Equity Fund,Kiva Dickinson,COOLA,COOLA - September 2018,Closed Passed,Q4-2018,,1/0/00,105,43465,43360,,Helio,,coolasuncare.com
Equity Fund,Kiva Dickinson,Madison Reed,Madison Reed - September 2018,Closed Passed,Q4-2018,,1/0/00,95,43465,43370,,Helio,,madison-reed.com
Equity Fund,Kiva Dickinson,Wisp,Wisp - October 2018,Closed Passed,Q4-2018,,1/0/00,91,43465,43374,,Other Referral,,hellowisp.com
Equity Fund,Kiva Dickinson,Bev,Bev - May 2018,Closed Passed,Q4-2018,,1/0/00,222,43465,43243,,Other Referral,,drinkbev.com
Equity Fund,Kiva Dickinson,Felix Gray,Felix Gray - October 2018,Closed Passed,Q4-2018,,1/0/00,66,43465,43399,,Other Referral,,shopfelixgray.com
Equity Fund,Kiva Dickinson,Delighted By,Delighted By - October 2018,Closed Passed,Q4-2018,,1/0/00,61,43465,43404,,Helio,,delightedbyhummus.com
